acctsessionid,acctuniqueid,username,groupname,realm,nasipaddress,nasidentifier,nasportid,nasporttype,acctstarttime,acctstoptime,acctsessiontime,acctauthentic,connectinfo_start,connectinfo_stop,acctinputoctets,acctoutputoctets,calledstationid,callingstationid,acctterminatecause,servicetype,framedprotocol,framedipaddress,acctstartdelay,acctstopdelay,xascendsessionsvrkey
e05d547b3a75_000_0000001145_1733635395,e224ca2904ef02881720008ba8ccb0c5,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 5:23","2024/12/08 5:30",403,RADIUS,,,33314,69510,e0-5d-54-7b-3a-75:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b39f3_000_0000000014_1733622746,8707894af91b9557194c7c1ecd6376d5,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 1:52","2024/12/08 2:03",647,RADIUS,,,27398,44322,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b3a75_000_0000000883_1733548885,6f43a4e7194f5d0eac7d624c303e308c,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:21","2024/12/07 5:26",316,RADIUS,,,19523,67857,e0-5d-54-7b-3a-75:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b3a75_000_0000000056_1733622786,fbfc559a1552c0429541c01bc48d1922,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 1:53","2024/12/08 1:53",38,RADIUS,,,0,0,e0-5d-54-7b-3a-75:cityroam,5e-a7-29-4b-cb-53,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000104_1733536560,eb7d220d09bb1f720272801af77281d3,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:56","2024/12/07 2:11",920,RADIUS,,,822165,44084899,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b3aa2_000_0000000619_1733625053,f0715a468d48a416834a6adce551a0a0,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:30","2024/12/08 2:36",312,RADIUS,,,32666,79658,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b39f3_000_0000005300_1733641274,c54029deb8e78d4e45e8418117cf18e6,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 7:01",,1500,RADIUS,,,613685,1081512,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,,Framed-User,,172.25.31.186,,,
e05d547b39f3_000_0000004490_1733637637,b9e6e48ee5548bc1ff269c1d8409b7e0,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:00","2024/12/08 6:43",2569,RADIUS,,,1143594,2461673,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b3a75_000_0000000077_1733623026,0b0335e48c099895bfaaa0070d6be660,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 1:57","2024/12/08 1:58",66,RADIUS,,,0,0,e0-5d-54-7b-3a-75:cityroam,5e-a7-29-4b-cb-53,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000002660_1733550812,e1e21b5ab10c10cd78bd0362177d115f,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:53","2024/12/07 6:38",2691,RADIUS,,,469915,1030591,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b39f3_000_0000002081_1733549135,0d4d65fed4220ce7e28b952754eb5efc,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:25","2024/12/07 5:30",313,RADIUS,,,748,2307,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b3aa2_000_0000000814_1733539842,006682294d43ced2d7245a672411fe3c,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 2:50","2024/12/07 2:51",5,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000000097_1733623203,95a86771129a40fd4d7e1a9bf375a0c3,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:00",,0,RADIUS,,,0,0,e0-5d-54-7b-3a-75:cityroam,5e-a7-29-4b-cb-53,,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000003059_1733635929,13a079d16f2ad452fbc32268a5284077,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 5:32","2024/12/08 5:32",12,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000001146_1733635934,dd9c3fffefe53fe35f013d70a487454b,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 5:32","2024/12/08 5:37",310,RADIUS,,,390,2328,e0-5d-54-7b-3a-75:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b3a75_000_0000000636_1733629277,fc5dcaa234a1be8f969a9438d2f2d9ed,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:41",,600,RADIUS,,,0,0,e0-5d-54-7b-3a-75:cityroam,5e-a7-29-4b-cb-53,,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000003200_1733546414,cc24ab313a6ab3b26e71be6b9ca15c8d,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:40","2024/12/07 4:40",36,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000000654_1733555676,c4b0dbccb1a0db5b7b0f35698fd4951d,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 7:14",,0,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000002959_1733545548,34dd7de6fa00c6703ce673de5cf3994f,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:25","2024/12/07 4:30",279,RADIUS,,,52482,96732,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000002836_1733633841,17d55a7237a1799aa2d2cd705346dda3,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:57","2024/12/08 5:00",174,RADIUS,,,70803,170917,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000001137_1733633858,48b48efab178a6e3a3fb8faa02f3ae73,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:57","2024/12/08 5:09",730,RADIUS,,,71810,169308,e0-5d-54-7b-3a-75:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b3aa2_000_0000003294_1733546594,9e512aa74e3d7387c29af6239dbff781,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:43","2024/12/07 4:51",468,RADIUS,,,75463,217151,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b39f3_000_0000000063_1733537402,2a81081b2a0c18c1751319553b4c4ff5,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 2:10","2024/12/07 2:11",96,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001758_1733547843,0f38a9a35289c62d934e5664cea2311d,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:04","2024/12/07 5:08",266,RADIUS,,,26639,66852,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000001439_1733629786,5a37971dcaf0fbd0538daad082291f2c,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:49","2024/12/08 3:51",102,RADIUS,,,79375,158248,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000002345_1733544283,e204d7fb34cb5f8d1f1c4e1da2b8db48,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:04",,0,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000004794_1733554449,b765f8ec825f14f51cedcde638c431ae,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 6:54",,600,RADIUS,,,41183,123157,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,,Framed-User,,172.25.31.186,,,
e05d547b3a75_000_0000000934_1733554483,ce0b90962011d75be0d36836c6c962b2,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 6:54",,600,RADIUS,,,21249,77407,e0-5d-54-7b-3a-75:cityroam,5e-a7-29-4b-cb-53,,Framed-User,,172.25.31.186,,,
e05d547b39f3_000_0000000507_1733626057,46a3ae5442ae24bafcf2e81288d8f8c4,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:47","2024/12/08 2:49",82,RADIUS,,,48505,94581,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000002863_1733634060,0281e98fdfb4ba2718ffb9082343612a,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 5:01","2024/12/08 5:04",218,RADIUS,,,104715,159102,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,Supplicant-Restart,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000007206_1733545828,03303f7be44e46608c0c8d0b638bb857,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:30",,300,RADIUS,,,0,684,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,,Framed-User,,172.25.31.186,,,
e05d547b3aa2_000_0000000012_1733533638,1520476ca2a9c214b5824194e45401e0,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:07","2024/12/07 1:10",206,RADIUS,,,1511011,290071,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,Supplicant-Restart,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000000011_1733617822,1cfe49c3f4345a73c97861dfe0ddc270,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 0:30","2024/12/08 0:38",479,RADIUS,,,51827808,2175704,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b3aa2_000_0000000856_1733626195,cd993140cfa8d36fd9722c928f9f86f2,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:50","2024/12/08 2:52",152,RADIUS,,,30556,60800,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000000538_1733626223,f84ce37bf196c5d39a1103f02f105057,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:50","2024/12/08 2:53",163,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000001206_1733628232,e515a24bceef143c449abe1b823b4d92,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:23","2024/12/08 3:44",1211,RADIUS,,,268239,790242,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b3aa2_000_0000000024_1733534019,c148e94541cd8b5c8994525474f7876b,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:13","2024/12/07 1:27",806,RADIUS,,,51482567,1290524,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b39f3_000_0000003949_1733634246,8f58be2451d3cb8ed1d813391439401a,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 5:04","2024/12/08 5:25",1258,RADIUS,,,132964,348404,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,Lost-Carrier,Framed-User,,172.25.31.186,,,
e05d547b3aa2_000_0000003017_1733545927,7ba0dd9a6a81b7d984b51e4f1d2170af,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:32","2024/12/07 4:36",277,RADIUS,,,54424,155756,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000002894_1733634294,56d992b3a606005664d7ffc9bedbbd0b,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 5:04","2024/12/08 5:09",274,RADIUS,,,41517,72100,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000000105_1733537784,ec16fa3d48d34e7e990736ba9fc86947,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 2:16","2024/12/07 2:25",549,RADIUS,,,82692,195173,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,Lost-Carrier,Framed-User,,172.25.31.186,,,
e05d547b3aa2_000_0000000424_1733624393,35c6e8bcc652293ff875d7869bda20b7,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:19","2024/12/08 2:23",206,RADIUS,,,47442,147683,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001888_1733548167,e98a098d98e3fbdc2c49170462516cd2,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:09","2024/12/07 5:22",794,RADIUS,,,47480,205247,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b3aa2_000_0000000005_1733619800,c05f62b0a60b9203aa5d777d20345185,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 1:03","2024/12/08 1:09",349,RADIUS,,,74968,377146,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b39f3_000_0000000002_1733619842,4b5af276a02bc821f5d4ea466fe95f70,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 1:04","2024/12/08 1:09",319,RADIUS,,,35677,67705,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b39f3_000_0000005160_1733640473,e1a69f990470a7a6241795d6d4b58cd5,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:47","2024/12/08 6:59",710,RADIUS,,,231063,508547,e0-5d-54-7b-39-f3:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b3a75_000_0000001252_1733640494,d1b9ea4131b93e9621f8e6480d379e71,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:48","2024/12/08 7:06",1077,RADIUS,,,202961,418597,e0-5d-54-7b-3a-75:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,172.25.31.186,,,
e05d547b3aa2_000_0000003694_1733548335,732917e48f80e08354976ddfa28fdb54,vfhy1862@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:12","2024/12/07 5:14",123,RADIUS,,,0,7217,e0-5d-54-7b-3a-a2:cityroam,5e-a7-29-4b-cb-53,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000002074_1733543747,e275f0ba29e2abb8c5993cb72296bc50,vfey1289@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:55","2024/12/07 3:58",154,RADIUS,,,672368,8244478,e0-5d-54-7b-3a-a2:cityroam,f2-e3-f8-6f-2e-ba,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001182_1733628905,9159e8c8e13e59b8f1637c8149bf30a5,vfey1289@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:35",,900,RADIUS,,,4031835,36177547,e0-5d-54-7b-39-f3:cityroam,f2-e3-f8-6f-2e-ba,,Framed-User,,172.25.30.182,,,
e05d547b39f3_000_0000004493_1733637645,559a4d9c56f905a6efd23a119dd534c4,vfey1289@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:00","2024/12/08 6:06",343,RADIUS,,,9139,51086,e0-5d-54-7b-39-f3:cityroam,f2-e3-f8-6f-2e-ba,User-Request,Framed-User,,172.25.30.182,,,
e05d547b3a75_000_0000000682_1733543905,9a95bc75f5083d702629c2b298da312c,vfey1289@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:58","2024/12/07 4:04",371,RADIUS,,,87622,133115,e0-5d-54-7b-3a-75:cityroam,f2-e3-f8-6f-2e-ba,User-Request,Framed-User,,172.25.30.182,,,
e05d547b39f3_000_0000004212_1733636111,ba3a4433c923cff2afcc8e7c10c85b08,vfey1289@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 5:35","2024/12/08 5:41",400,RADIUS,,,51589,197218,e0-5d-54-7b-39-f3:cityroam,f2-e3-f8-6f-2e-ba,User-Request,Framed-User,,172.25.30.182,,,
e05d547b39f3_000_0000004960_1733639269,f273a6db0ee7bf82154493afe3686323,vfey1289@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:27","2024/12/08 6:31",210,RADIUS,,,93073,209528,e0-5d-54-7b-39-f3:cityroam,f2-e3-f8-6f-2e-ba,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000004999_1733639482,24e6695496f6e3fb8bfb56dc0217461b,vfey1289@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:31","2024/12/08 6:43",752,RADIUS,,,222396,480902,e0-5d-54-7b-39-f3:cityroam,f2-e3-f8-6f-2e-ba,User-Request,Framed-User,,172.25.30.182,,,
e05d547b3a75_000_0000001190_1733638190,2844682e9ee8737c72515bb1533ee7ef,vfey1289@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:09","2024/12/08 6:10",37,RADIUS,,,0,0,e0-5d-54-7b-3a-75:cityroam,f2-e3-f8-6f-2e-ba,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000004655_1733638229,c710217adb7497b91224be3cbb69c979,vfey1289@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:10","2024/12/08 6:19",531,RADIUS,,,36817,110551,e0-5d-54-7b-39-f3:cityroam,f2-e3-f8-6f-2e-ba,User-Request,Framed-User,,172.25.30.182,,,
e05d547b39f3_000_0000007241_1733545901,353966575f9b728cc52233d7f5150e8d,vfey1289@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:31","2024/12/07 4:31",10,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,f2-e3-f8-6f-2e-ba,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000007252_1733545915,57d1070d29773be3260778d037f5c7a6,vfey1289@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:31","2024/12/07 4:33",83,RADIUS,,,17850,19944,e0-5d-54-7b-39-f3:cityroam,f2-e3-f8-6f-2e-ba,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000005127_1733640255,92dad726f29720f7b65b5a554a941731,vfey1289@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:44","2024/12/08 6:51",408,RADIUS,,,66004,207459,e0-5d-54-7b-39-f3:cityroam,f2-e3-f8-6f-2e-ba,User-Request,Framed-User,,172.25.30.182,,,
e05d547b39f3_000_0000003990_1733634471,533de70e74869ca14769c09098d42e35,vfey1289@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 5:07","2024/12/08 5:08",58,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,f2-e3-f8-6f-2e-ba,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000004000_1733634534,5baec47ea9f693667e26bb7ca140a882,vfey1289@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 5:08","2024/12/08 5:21",730,RADIUS,,,114670,241029,e0-5d-54-7b-39-f3:cityroam,f2-e3-f8-6f-2e-ba,User-Request,Framed-User,,172.25.30.182,,,
e05d547b3aa2_000_0000002496_1733632440,5c5b199e115fb7b63f32794034799505,vekx8053@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:34","2024/12/08 4:34",6,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,4a-51-b0-a7-9e-71,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000001114_1733632792,e577b80a31d565b7e8e0e68d4ba0084e,vekx8053@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:39","2024/12/08 4:49",593,RADIUS,,,429635794,5991309,e0-5d-54-7b-3a-75:cityroam,4a-51-b0-a7-9e-71,User-Request,Framed-User,,172.25.29.156,,,
